review_text,rating,product_name,raw_category,source,sentiment
Great price for this battery size.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
I have loved my echo this far. Alexa has so many skills that are super helpful. I do love the mute option too because sometimes shes picks up when Alexa commercials come on so I can just mute her.,5.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
Work great. Seems like the life is similar to Duracell. Love the packaging. I ll be ordering more of all the other sizes to stock up.One suggestion for Amazon: print or stamp in big letters all over the little box the batteries come in what size they are.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
grandson really enjoyed it Christmas. very easy to use,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Fire Tablets,primary,positive
"Overall good, not great. I get tired of having to push the button to talk to her and she can t find a lot of the music I liked. Am getting some Dots to see how they will work. For price point it works.",4.0,Unknown Product,Featured Brands,primary,positive
I like that the tablet has child settings and time usage. Very helpful in setting time limits.,4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Fire Tablets,primary,positive
"i now use AA and AAA amazon batteries, great price, same quality as name brands.",5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
I like how it works and it size very compact perfect for travel,4.0,"All - New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Fire Tablets,primary,positive
Its a good product and also you can be monitoring what can your kids see,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Tablets,primary,positive
Quite a bargain.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"Bought one for my wife and I...I got the white one, she got the black one. Started reading through Stephen King s entire bibliography. Really loving it, and really loving the device. Great battery life and functionality. Highly recommended. If you are thinking about buying one, just do it. You won t regret it. And make sure to set up your local library digital account to rent books for free!",5.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
Great overall. Easy to use and navigate on. Charge the battery fully and it doesn t last long. Only used for nightly reading mostly and the battery needs to be charged daily. Not thrilled about that,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Will be donated for needy kids . Replacing stolen Christmas gifts gathered for St LAWRENCE church Buffalo NY,4.0,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)",Fire Tablets,primary,positive
Grandkids loved it the perfect xmas present for ages 5 to 15,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
"Work, fast delivery, saves a trip to the store",4.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
My son loves it. Light weight. Good price for a great product. I would purchase another one.,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
I love it.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
perfect gift perfect price for my wife to bring her into the technilogical modern world we live in,5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
My niece loves this tablet! She will not put it down!,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
Basically it does everything that adult Amazon tablet does,4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Tablets,primary,positive
This a great tablet for everyone. Plenty of memory for downloading. Great features all around.,5.0,"All - New Fire HD 8 Tablet, 8"" HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
Excellent,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
good product for the price and is large enough for viewing but small enough for travel,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
This is a great Tablet at a really great price. The best part is if you happen to break it just buy a new one,4.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
Love this! So easy to use and navagate. Lots of options. Not sure how I went this long without it.,5.0,Unknown Product,Back To College,primary,positive
Great deal price per battery,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"I bought these to use in my Xbox one and 360 controllers. These batteries are great but then again 2 batteries might last 3 nights, the next set you put in might die in the same night or they might last for a entire week. These seem to be doing better than the rayovaks.",5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
We had 1 fire tablet and we bought 2 more as gifts. We truly love these tablets. Very great purchase. Easy setup and use,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"This is a great device for streaming content to your TV. If you have an Amazon Prime account, definitely a must buy. Worth the extra money over the Fire Stick.",5.0,Unknown Product,Back To College,primary,positive
I was not satisfied with my purchase but for the price I guess it s ok,1.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,negative
"Easy inexpensive gift that you can rely on. Although i would rather have the Google play store as the main download application, it s Worth the money to buy for others.",4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
These work just as well as normal batteries.,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
Purchased this so I can use Bluetooth headphones with it. Works perfectly! I use it everyday!!! Awesome buy!!!,5.0,Unknown Product,Back To College,primary,positive
as expeted,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Work great.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Blue is beautiful & allows grand-daughter to be able to tell which one is hers. Loves the piano program and challenging herself to play as much of the song as she can. Nice size for traveling with.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
"Good batteries, they work as batteries should. They perform the function of a battery quite well.",5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Just what my Niece wanted for Christmas! She is enjoying every minutes use !,5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
Great for the price,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
I got it for me and my brother for Christmas. Great gift. Great price. Very functional.,5.0,"Amazon Echo Show Alexa - enabled Bluetooth Speaker with 7"" Screen",Computers,primary,positive
Numerous charges of iPhone 6 at 20 degrees or less and still had 3 bars remaining,5.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
I bought this for my husband whom is in medical school and he loves it! He has his textbooks there and can carry it with him everywhere. Best thing is that is easy on the eyes,5.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
Good Batteries at a decent price.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
This was a request from our 7 yr old granddaugter who had always asked her older sister if she could share hers due to we bought this same tablet/size a few yrs earlier. Loved the security/parental control options.Starfall a favorite educational app were told is a must have. Really enjoy Pics/Viber due to their in a different state. Also some games on a time limit. Size and resolution are perfect.,5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
THIS IS A GREAT PRODUCT FOR STREAMING .THE PRICE IS THE BEST PART .IT IS EASY TO SETUP.I HAVE TOLD ALL MY FRIENDS ABOUT IT.,5.0,Unknown Product,Back To College,primary,positive
Just ok,3.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,neutral
"It is a nice, cheap, small tablet to keep around for vids, Fire TV remote, etc.",3.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,neutral
"I bought this for myself and another one for a gift, you must have Wi-Fi to use as well as a smart phone.",4.0,Amazon - Echo Plus w/ Built - In Hub - Silver,Amazon Echo,primary,positive
My mothers kindle paper finally died so I bought her this. She loves it because she can do so much more than just read books on it. Great product.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Brought this as a gift for my sister and she absolutely loves it! Great product for the price.,5.0,Unknown Product,Featured Brands,primary,positive
"This is a good tablet for internet, Facebook, Netflix, Hulu and email. Only complaints are the locked screen wallpaper is an ad and the screen is not as bright as an iPad but a winner for the price.",4.0,"All - New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Fire Tablets,primary,positive
"This is just great I use it daily and am very happy, This is my fourth echo and all work flawlessly",5.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
"Have the gaming version myself but got the normal version for my sister. Can easily load any apps or games you want to run, provided they are android based. Great for streaming with a much higher frame rate then the stick. But the stick works fine for say the kids playroom. Recommend it to anyone looking for a simple and small system. Probably be a go to Christmas give this year.",5.0,Unknown Product,Back To College,primary,positive
Great on the go companion for avid reader. Easy to load books and connect with prime.,5.0,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Computers/Tablets & Networking,primary,positive
"I got the wrong one, plain and simple. It does what it says, and I like the connection to the internet to play music, but I should have gotten the Echo, I get annoyed at having to go to it and push the button.",4.0,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,Amazon Echo,primary,positive
"Tap is a portable Amazon Echo with speakers. Great for carrying to basement or upstairs. Works like echo but not voice activated, you must ""tap"" it before talking.",5.0,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,Amazon Echo,primary,positive
"These batteries are awesome, i will be ordering these again! we have a rc car and had in brand new brand name batteries and the rc car was slower than when we put in the amazon batteries!! you could tell the difference. They don t get hot easily. They also last awhile.",5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
Good value!,4.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Works great!,5.0,"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders, Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders",Amazon Devices & Accessories,primary,positive
Got it for my husband....he loves it! I wish I had gotten it for him sooner!!,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
Bought for my son for Easter. He loves it and easy for him to use. great for different apps for learning.,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
Great tablet for the kids to play games and watch shows.,5.0,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Fire Tablets,primary,positive
This is a great tablet. Great for the price. Very fast and easy to use.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
"I m so excited when I got Alexa. She is hands free assistance. While I m cleaning, I can speak commands to her or just ask questions. It s amazing how you can dual task. I wish Alexa could work on voice command through the app though. Like a Siri. I also can t wait for the Echo Dot to be released next month. I need one in every room. I would definitely recommend this.",5.0,Unknown Product,Stereos,primary,positive
ABSOLUTELY THE WORST BATTERIES IVE EVER USED AMAZON SHOULD BE ASHAMED TO SELL THEM,1.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,negative
I love my firestick. We choose not to do cable to save money in our first apartment and it has been great with the firestick.,5.0,Unknown Product,Back To College,primary,positive
great the kids love it for learning on and great on long trips,4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
"Bought it as a gift for someone that works at home, they love it. Very easy to setup, makes it easy for someone to listen to music (if you have an online service Pandora, Spotify etc). with out having to setup a Bluetooth connection to an external speaker. This makes it a joy for this person and she loves it. Lots of things you can do besides listen to music, set timers, ask questions: sports scores, weather, endless features and functions. Worth the money.",5.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
Good quality,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Great customer service at Best Buy I was able to navigate through the product before actually purchasing it I will def be back and highly recommend it,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
Love the ease of using them for our grandsons and they enjoyed them for Christmas,1.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,negative
My daughter loves this tablet. She drops it and it keeps going. she can t put it down.,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
"Our new Amazon Echo was very easy to set up! Alexa has a great voice and can perform countless tasks, we love ""her"".",5.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
This is a reliable brand and a good product for price.,4.0,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Fire Tablets,primary,positive
"I love, love my kindle fire magenta. the color is awesome this is a truly the best kindle fire I ever owned . the colors availablesare awesome .",5.0,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",Fire Tablets,primary,positive
got this for my nephew and he loves it. easy to use and has great sounds and picture quality,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"I ve had the Echo for several months and love it. The sound is excellent, the device recognizes my voice from across the room, and it s handy to use.",5.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
Seem to work fine,4.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
This Kindle is alot larger and better for viewing.,5.0,Unknown Product,Electronics,primary,positive
I love this it was the best thing I brought My kids even love it and it easy for or them to use,5.0,Unknown Product,Back To College,primary,positive
Works ok,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
It has a great camera and I really enjoy my games and Facebook on this larger screen than my phone. I love not using my data up on my phone.,5.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Computers/Tablets & Networking,primary,positive
Tablet is easy to use. Gives options for password as well as a protective case. 4 stars!,5.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Fire Tablets,primary,positive
I bought this for my daughters for Christmas but it has some limitations and doesn t let you do some stuff the other kindles did.,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Bought this kindle because my library has limited supply of large print books. Now I can control font size of print. Easy on my eyes with backlit screen. Convenient to carry in my bag. Long lasting battery. Happy reader.,4.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
My son loves his kindle fire tablet. It is perfect,5.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Computers/Tablets & Networking,primary,positive
Great value and fast shipping. Seem to last as long as other brands,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Good all purpose batteries. I can t tell the difference on the name brand stuff. It seems to be a good quality battery that lasts just as long as the others.,4.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"Unless you have fiber optic internet, don t buy this. If you have ATT Uverse it will mess up the TV, lower the speed of your internet, and play havoc with the phone.It has not worked yet since getting it, since I only have 25mgb of internet, and it really does not work at that speed at all.",1.0,"Echo (White), Echo (White)",Stereos,primary,negative
I love this tablet! It s the perfect size. I can do everything on it and it was affordable!,5.0,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Fire Tablets,primary,positive
"Daughter uses it constantly for games, texting, Web surfing, and email. Great alternative to more expensive devices.",5.0,"Fire Tablet, 7 Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
"My stepkids are pretty rough on their toys and these have lasted pretty darn well so far. Easy to update and add games, apps and school related material. Go for it if you are looking for a pretty darn decent tablet for the lil ones",4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Fire Tablets,primary,positive
"I purchased this as a gift for my wife and she loves it. She has an older Kindle, and she can t believe how much better the Oasis is.",5.0,"Kindle Oasis E - reader with Leather Charging Cover - Merlot, 6 High - Resolution Display (300 ppi), Wi - Fi - Includes Special Offers",eBook Readers,primary,positive
I m 100 satisfied with this pack of AA Amazon Basics batteries. I definitely would buy more in the future. I like the way the batteries are stacked in a simple organized box. Nice.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"I got this tablet for Black Friday at a decent price. It s 8 inches, you can add more space with a micro sd and very easy to use.",5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
About this as a present for my 11 year old daughter and she loves it because not only can she play all her apps but she can also use it to read her books,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Great,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
"I love this little tablet! The clarity is very nice, it boots up fast and is simple to use. The price was so right, too! And the extra SD card slot is such a plus. I use an iPad too but this tablet is great for reading my eBooks. A great buy!",5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"Works well, some issues with installing Google Play apps. Great battery life",4.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Computers/Tablets & Networking,primary,positive
"With the Amazon player, you don t need satellite TV. Saves you lots of money from cable or satellite companies.",5.0,Unknown Product,Back To College,primary,positive
Love it,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Up and coming new technology helps everyone to enjoy life more greatly,5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
I had a non-background light kindle before. Now I replace it with the Kindle paperwhite. Good as expected.,5.0,"Kindle Voyage E - reader, 6 High - Resolution Display (300 ppi) with Adaptive Built - in Light, PagePress Sensors, Wi - Fi - Includes Special Offers",Walmart for Business,primary,positive
originally had a 4g and needed a larger one for my nephew to play games and this is perfect for a 5 year old.,4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
Works good!,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
As good as the duracells,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
You can t beat the price. Great deal for what you re paying.,4.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
seem to be of good quality,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
For the money the best tablet you can buy. I bought a bunch of these for my nieces to play with. I love my kindle and for the money it allows them to do a wide variety of activities.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Just excellent product.great sound.great features.answers most questions.,5.0,"Echo (White), Echo (White)",Stereos,primary,positive
Great price.,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
THIS DIES SO EASILY,2.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,negative
"We were looking for an affordable, quality tablet - and this did the trick! We are Fire fans!",4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"Works great, just as expected. The Kindle doesn t need to charge very often, but I use this all the time for my phone. Nice to have a charger in more than one room.",5.0,"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders, Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders",Amazon Devices & Accessories,primary,positive
Great little streamer. Little to no buffering for amazon prime. Easy to load Kodi for expanded fealtures.,4.0,Unknown Product,Back To College,primary,positive
Glad I decide to purchase it on black Friday . You can do anything on it.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
My grandson loves it and uses it all the time. Well worth the money.,5.0,"All - New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
Great tablet for kids my boys love their tablets!!,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
Great product. Has so many outstanding benefits. Love this product,5.0,"Echo (White), Echo (White)",Stereos,primary,positive
We already saved money purchasing this and getting rid of direct tv monthly charges,5.0,Unknown Product,Back To College,primary,positive
Not bad for the price and what it can do. It s decent just for web browsing.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
Great to read with during the day and night. Easy to carry.,5.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
Purchased these for my boys (7 & 10) to read/listen to books and work on educational apps. Compact and great for use during traveling and away from home. Like the parental options to restrict use during designated hrs.,4.0,"Echo (White), Echo (White)",Electronics Features,primary,positive
Gave this as a gift and she was very pleased. Great product at a great price!,5.0,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Fire Tablets,primary,positive
"Between my wife and I we have three apple I-pads. I purchased the fire tablet for myself and one for my daughter. It is an entertainment device. You can serf, email, watch movies on line and it makes an awesome remote for my Fire TV. It really pays off if you are an Amazon prime member. It has a version of the Amazon echo- but not quite as the echo or echo dot. I love the fact that you can add a micro sd card to greatly enhance the storage. Perhaps they can teach this process to apple. After using this I have to admit that I have purchased my last IPad.",5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
This is a great tablet. Very convenient. Great for instant access to information and the Internet when you don t want to fire up a desktop. Lots of software apps are available for downloading.,5.0,"All - New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",Fire Tablets,primary,positive
"I had an I pad and replaced it with a MACAIR. However it is heavy and when i travel, I don;t feel like logging it along! So for $49, I thought ""HOW CAN I LOSE""? SO I bought it and I love it! The only thing I dislike are the ads that keep popping up for me to buy stuff. I am not sure it can be turned off. Other than that- NO COMPLAINTS!",4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Gave up my tablet for the voyage and haven t looked back. A pleasure to read on.,5.0,"Kindle Voyage E - reader, 6 High - Resolution Display (300 ppi) with Adaptive Built - in Light, PagePress Sensors, Wi - Fi - Includes Special Offers",eBook Readers,primary,positive
This was a gift for mom. She enjoys that it s easy to use and has good picture and sound quality. The price was also great,5.0,"All - New Fire HD 8 Tablet, 8"" HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
"Office use, works great. I would highly recommend a battery tester! My sons constantly say that wii remote batteries are bad when they aren t!",5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"I absolutely love this tablet,with a price you cant beat!",5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
I really enjoy reading and on my iPad was hurting my eyes. This Kindle really works great.,5.0,"Kindle E - reader - White, 6 Glare - Free Touchscreen Display, Wi - Fi - Includes Special Offers",Office,primary,positive
"I m new to tablets but this one is pretty easy to understand and use.There s a decent amounts of apps at start up, which can be good and bad.",4.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
Upgraded to the Plus with a lot of the accessories.,5.0,Amazon - Echo Plus w/ Built - In Hub - Silver,Amazon Echo,primary,positive
"First I wasn t sure to buy a Roku 3 or the Amazon Fire TV. But I am glad, I bought the Amazon fire. It works perfect and with Alexa, she makes my life easier.",4.0,Unknown Product,Back To College,primary,positive
My new Fire tablet is easy to navigate I have had two other brands and my fire is the best .,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"Purchased this to get a lighter tablet. Also to update our my old tablet which had a replaceable battery. This is all around lighter ,thinner and easier to handle. HD is a good upgrade and can t beat the price for comparable tablets with same features. my wife reads on it daily and loves it. I am probably going to search for another one.We have the 8"" and I would like to try a 7"" if it were available.I like to try different size devices to see how I adjust same way with todays phones.",5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
"Had to chose between Fire 10 and Fire 8. For the money, you can t go wrong with the Fire 8. Screen is good for "" older eyes"".",5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
good value,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
GOOD PRODUCT -----GOOD PRICE,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
I love its portability! The speakers are phenomenal!,5.0,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,Amazon Echo,primary,positive
"Got it for the kids and they love it. I am also a prime member as well there are so many great things for members, movies, apps, games and shows that are free. If you are looking for a simple tablet to help occupy some free time look into one.",5.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Computers/Tablets & Networking,primary,positive
"The Echo is not just functional, but fun. Our kids love to pick music for her to play, she has taught them to play Jeopardy, AND she keeps us organized. :-)",5.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
nothing but good luck with the Amazon Basics Alkalines.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"I am still learning how to using it. I use it for Facebook, e-mails,play games on Facebook, eventually I want to be able to use the camera which I haven t figured out yet. Once do I will be doing a lot of picture taking!",5.0,"Echo (White), Echo (White)",Electronics Features,primary,positive
"The Amazon Echo is a great item help you with everyday things. Music, notes, shopping list, timers, etc.",5.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with; unsnaps constantly Amazon Customer Services promises it will resolved in an update,1.0,"Kindle Oasis E - reader with Leather Charging Cover - Merlot, 6 High - Resolution Display (300 ppi), Wi - Fi - Includes Special Offers",eBook Readers,primary,negative
can t beat the price. thinking of buying a second one for myself as this was for my wife,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"Purchased for parents who wanted to use it for photos, music, books and social media. Perfect size. The front and rear camera are easy to use and once we added FB, sharing photos was easy. Amazon apps are native to the device, so we have access to plenty of Kindle books. There are Amazon ads on the Kindle, but nothing that interferes with the overall usefulness of this device.",5.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Computers/Tablets & Networking,primary,positive
